Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency_[0],Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,id
"2023/06/07 9:16:59 PM GMT+5:30",46,"Prefer not to say","Once a week","Beauty and Personal Care;Home and Kitchen",No,"Few times a month",Filter,"Multiple pages",4,Maybe,Rarely,"Changed my mind or no longer need the item",Sometimes,No,Moderately,No,3,No,3,3,"User-friendly website/app interface","Reducing packaging waste",240
"2023/06/07 9:17:50 PM GMT+5:30",38,Female,"Once a month",others,No,"Few times a week",categories,"Multiple pages",2,No,Sometimes,"Found a better price elsewhere",Rarely,No,Moderately,Yes,3,No,1,3,"Competitive prices","Customer service responsiveness",241
"2023/06/07 10:40:10 PM GMT+5:30",32,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion",Sometimes,"Few times a week",Filter,"Multiple pages",4,Maybe,Rarely,"Found a better price elsewhere",Sometimes,No,Occasionally,No,3,No,3,3,"Competitive prices","Customer service responsiveness",242
"2023/06/07 9:18:29 PM GMT+5:30",45,Female,"Few times a month","Groceries and Gourmet Food;Home and Kitchen",Sometimes,"Few times a week",Filter,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Always,Yes,Moderately,No,1,No,2,2,"Product recommendations","Reducing packaging waste",243
"2023/06/07 10:41:10 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a week",Filter,"Multiple pages",3,Maybe,Rarely,"Found a better price elsewhere",Sometimes,No,Occasionally,No,4,Sometimes,3,3,"Competitive prices","Shipping speed and reliability",244
"2023/06/07 9:18:55 PM GMT+5:30",34,Male,"Once a week","Clothing and Fashion",Yes,"Few times a week",others,"Multiple pages",4,No,Rarely,"Changed my mind or no longer need the item",Often,Yes,Occasionally,No,4,No,3,2,"Product recommendations","Reducing packaging waste",245
"2023/06/07 10:42:24 PM GMT+5:30",22,Female,"Multiple times a week","Beauty and Personal Care",Yes,"Few times a week",Keyword,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Always,No,Occasionally,Sometimes,4,Sometimes,3,4,"Product recommendations","Product quality and accuracy",246
"2023/06/07 9:19:32 PM GMT+5:30",44,Female,"Once a week","Clothing and Fashion",Sometimes,"Few times a month",categories,"Multiple pages",2,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,No,5,Sometimes,4,3,"Competitive prices","Customer service responsiveness",247
"2023/06/07 9:21:10 PM GMT+5:30",23,Female,"Few times a month","Clothing and Fashion;Home and Kitchen;others",Sometimes,"Few times a month",Filter,"Multiple pages",2,No,Always,"Changed my mind or no longer need the item",Sometimes,Yes,Rarely,No,2,No,3,3,"Competitive prices","Customer service responsiveness",248
"2023/06/07 9:22:24 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care",Yes,"Multiple times a day",Keyword,"Multiple pages",3,Yes,Always,"Changed my mind or no longer need the item",Always,Yes,Occasionally,Yes,2,No,4,3,"Product recommendations","Product quality and accuracy",250
"2023/06/07 10:58:04 PM GMT+5:30",32,Male,"Few times a month","Groceries and Gourmet Food",Yes,"Few times a week",Filter,"Multiple pages",3,Maybe,Rarely,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,3,"Competitive prices","Customer service responsiveness",253
"2023/06/08 3:30:05 AM GMT+5:30",32,Male,"Less than once a month","Groceries and Gourmet Food;Beauty and Personal Care;others",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Maybe,Often,"Changed my mind or no longer need the item",Often,No,Moderately,Sometimes,2,Sometimes,2,1,"Wide product selection","Customer service responsiveness",254
"2023/06/08 3:30:19 AM GMT+5:30",27,Female,"Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Few times a month",categories,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Often,No,Heavily,No,1,No,2,2,"Wide product selection","Product quality and accuracy",255
"2023/06/08 3:32:42 AM GMT+5:30",18,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion",No,"Few times a week",Keyword,"Multiple pages",2,No,Often,"High shipping costs",Often,Yes,Heavily,Sometimes,1,No,2,2,"Competitive prices","Shipping speed and reliability",256
"2023/06/08 7:00:57 AM GMT+5:30",28,Male,"Once a month","Clothing and Fashion",Yes,"Few times a week",categories,"Multiple pages",1,No,Sometimes,others,Sometimes,Yes,Heavily,Yes,2,Sometimes,3,3,"Product recommendations","Product quality and accuracy",258
"2023/06/08 8:59:45 AM GMT+5:30",50,Female,"Multiple times a week","Home and Kitchen",Yes,"Multiple times a day",others,"Multiple pages",3,Yes,Sometimes,"Found a better price elsewhere",Always,Yes,Moderately,Yes,2,Yes,3,3,"Wide product selection","Product quality and accuracy",260
"2023/06/08 9:16:26 AM GMT+5:30",24,Female,"Few times a month","Clothing and Fashion;Home and Kitchen",No,"Few times a week",Keyword,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Heavily,Yes,3,Sometimes,3,2,"Competitive prices","User interface of app",261
"2023/06/08 10:54:00 AM GMT+5:30",25,Female,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Multiple times a day",Filter,"Multiple pages",1,Yes,Always,"High shipping costs",Always,Yes,Heavily,Yes,1,Yes,1,3,"Quick delivery","Reducing packaging waste",263
"2023/06/08 11:59:14 AM GMT+5:30",31,Male,"Once a week","Beauty and Personal Care;Home and Kitchen;others",No,"Multiple times a day",Keyword,"Multiple pages",4,Yes,Always,"Changed my mind or no longer need the item",Sometimes,Yes,Heavily,Yes,2,Yes,3,1,"Competitive prices","Product quality and accuracy",264
"2023/06/08 12:22:05 PM GMT+5:30",18,Female,"Once a month","Clothing and Fashion",No,"Few times a month",Keyword,"Multiple pages",2,No,Sometimes,"Changed my mind or no longer need the item",Always,Yes,Heavily,Yes,1,Yes,5,3,"User-friendly website/app interface","Shipping speed and reliability",265
"2023/06/08 2:21:41 PM GMT+5:30",26,Female,"Once a week","Beauty and Personal Care",Yes,"Few times a month",categories,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Sometimes,Yes,Moderately,Yes,1,Yes,1,1,"Wide product selection","Product quality and accuracy",266
"2023/06/08 4:29:56 PM GMT+5:30",16,Female,"Less than once a month","Clothing and Fashion;Home and Kitchen",No,"Few times a month",Keyword,"Multiple pages",1,Yes,Often,others,Rarely,Yes,Heavily,Sometimes,1,Sometimes,3,3,"Wide product selection","Product quality and accuracy",267
"2023/06/07 10:59:06 PM GMT+5:30",28,"Prefer not to say","Few times a month","Beauty and Personal Care",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"High shipping costs",Sometimes,No,Occasionally,Sometimes,3,No,3,3,"Product recommendations","Reducing packaging waste",268
"2023/06/08 5:07:19 PM GMT+5:30",40,Male,"Less than once a month","Home and Kitchen;others",No,"Few times a week",Keyword,"Multiple pages",3,No,Often,"Found a better price elsewhere",Often,No,Moderately,No,2,No,2,2,"Competitive prices","Product quality and accuracy",271
"2023/06/08 5:07:35 PM GMT+5:30",19,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Maybe,Often,"Found a better price elsewhere",Often,Yes,Heavily,Yes,1,Yes,1,1,"Wide product selection","Customer service responsiveness",273
"2023/06/08 5:08:27 PM GMT+5:30",16,"Prefer not to say","Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Few times a week",Filter,"Multiple pages",2,Yes,Sometimes,"Changed my mind or no longer need the item",Often,No,Moderately,Sometimes,2,No,1,1,"User-friendly website/app interface","Shipping speed and reliability",274
"2023/06/08 5:09:31 PM GMT+5:30",43,Male,"Less than once a month","Groceries and Gourmet Food;Home and Kitchen",No,Rarely,Keyword,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,Sometimes,1,Sometimes,3,2,"Wide product selection","Customer service responsiveness",275
"2023/06/08 5:11:27 PM GMT+5:30",25,"Prefer not to say","Once a week","Clothing and Fashion;Home and Kitchen;others",No,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Often,No,Occasionally,No,4,No,2,3,"Competitive prices","Reducing packaging waste",276
"2023/06/07 11:02:45 PM GMT+5:30",26,Female,"Multiple times a week","Clothing and Fashion",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Occasionally,No,4,Sometimes,3,3,"Competitive prices","Reducing packaging waste",277
"2023/06/08 5:13:33 PM GMT+5:30",22,Female,"Once a month","Beauty and Personal Care;Clothing and Fashion;others",Sometimes,"Multiple times a day",Keyword,"Multiple pages",1,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Moderately,Yes,1,Sometimes,2,1,"Competitive prices","Product quality and accuracy",278
"2023/06/07 11:03:50 PM GMT+5:30",34,Female,"Multiple times a week","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Moderately,Sometimes,4,Sometimes,3,3,"User-friendly website/app interface","Reducing packaging waste",279
"2023/06/08 5:15:27 PM GMT+5:30",34,Male,"Less than once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Often,"Changed my mind or no longer need the item",Often,Yes,Heavily,Sometimes,1,Yes,1,1,"Competitive prices","Customer service responsiveness",282
"2023/06/07 11:06:40 PM GMT+5:30",22,Female,"Once a week","Clothing and Fashion",Sometimes,"Few times a month",Filter,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,"Product recommendations","Reducing packaging waste",284
"2023/06/07 11:07:55 PM GMT+5:30",32,"Prefer not to say","Once a month","Clothing and Fashion",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Never,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,4,"Product recommendations","Reducing packaging waste",285
"2023/06/08 5:19:23 PM GMT+5:30",31,Female,"Few times a month","Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",categories,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Often,No,Moderately,No,2,No,2,2,"Competitive prices","Shipping speed and reliability",287
"2023/06/08 5:19:41 PM GMT+5:30",34,"Prefer not to say","Multiple times a week","Beauty and Personal Care",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Always,"High shipping costs",Always,Yes,Heavily,Yes,5,Yes,5,5,"Wide product selection","Product quality and accuracy",288
"2023/06/07 11:08:52 PM GMT+5:30",47,Female,"Once a month","Clothing and Fashion",No,"Multiple times a day",categories,"Multiple pages",2,Yes,Often,"High shipping costs",Sometimes,Yes,Moderately,Yes,3,Sometimes,2,3,"User-friendly website/app interface","Shipping speed and reliability",289
"2023/06/08 5:19:56 PM GMT+5:30",26,Female,"Once a month","Clothing and Fashion",No,"Few times a week",categories,"Multiple pages",1,Yes,Always,"High shipping costs",Often,Yes,Moderately,Yes,1,Yes,1,3,"User-friendly website/app interface","Product quality and accuracy",290
"2023/06/08 5:20:43 PM GMT+5:30",26,Male,"Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Heavily,Yes,1,Sometimes,1,1,"Product recommendations","Customer service responsiveness",291
"2023/06/07 11:10:09 PM GMT+5:30",22,Female,"Few times a month","Beauty and Personal Care",Sometimes,"Few times a week",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,Yes,3,Sometimes,3,3,"Product recommendations","Reducing packaging waste",293
"2023/06/08 5:22:08 PM GMT+5:30",26,Female,"Once a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",No,"Few times a week",categories,"Multiple pages",3,Maybe,Rarely,"Changed my mind or no longer need the item",Rarely,No,Rarely,Sometimes,4,No,4,3,"Competitive prices","Customer service responsiveness",294
"2023/06/08 3:23:21 AM GMT+5:30",47,Male,"Few times a month","Clothing and Fashion;Home and Kitchen;others",No,"Few times a week",Filter,"Multiple pages",2,Yes,Often,"Changed my mind or no longer need the item",Often,No,Moderately,No,3,Yes,2,2,"Competitive prices","Product quality and accuracy",295
"2023/06/08 5:23:05 PM GMT+5:30",29,Male,"Less than once a month","Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen",Sometimes,"Few times a week",Keyword,"Multiple pages",1,Yes,Sometimes,"Changed my mind or no longer need the item",Rarely,No,Moderately,Sometimes,3,Sometimes,2,1,"Product recommendations","Reducing packaging waste",296
"2023/06/08 3:23:36 AM GMT+5:30",22,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",No,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Often,No,Heavily,Yes,1,Sometimes,2,1,"Competitive prices","Customer service responsiveness",297
"2023/06/08 3:25:14 AM GMT+5:30",27,Others,"Few times a month","Beauty and Personal Care;Clothing and Fashion",No,"Few times a month",categories,"Multiple pages",2,No,Often,"Found a better price elsewhere",Often,Yes,Heavily,No,2,Yes,2,2,"Wide product selection","Product quality and accuracy",302
"2023/06/08 5:25:27 PM GMT+5:30",31,Female,"Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Few times a week",Keyword,"Multiple pages",1,Maybe,Often,"Found a better price elsewhere",Often,No,Heavily,Yes,2,Sometimes,3,1,"Competitive prices","Customer service responsiveness",303
"2023/06/08 3:25:32 AM GMT+5:30",37,Male,"Less than once a month","Groceries and Gourmet Food;Home and Kitchen;others",Sometimes,"Few times a week",Keyword,"Multiple pages",1,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Heavily,Sometimes,2,Sometimes,2,1,"Wide product selection","Customer service responsiveness",304
"2023/06/08 3:26:03 AM GMT+5:30",33,Female,"Multiple times a week","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",No,"Few times a month",categories,"Multiple pages",1,Yes,Always,"Changed my mind or no longer need the item",Often,Yes,Moderately,Yes,2,No,3,2,"Wide product selection","Reducing packaging waste",306
"2023/06/08 3:27:23 AM GMT+5:30",25,Male,"Few times a month","Clothing and Fashion;Home and Kitchen",No,"Multiple times a day",Filter,"Multiple pages",3,No,Often,"Changed my mind or no longer need the item",Often,No,Moderately,No,3,No,3,3,"Wide product selection","Product quality and accuracy",310
"2023/06/08 5:28:47 PM GMT+5:30",53,Male,"Less than once a month","Groceries and Gourmet Food;Home and Kitchen",Yes,"Few times a week",Keyword,"Multiple pages",2,Yes,Often,"Found a better price elsewhere",Often,No,Moderately,Sometimes,1,Sometimes,2,1,"Wide product selection","Customer service responsiveness",311
"2023/06/08 3:27:57 AM GMT+5:30",28,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Often,No,Moderately,Yes,1,Yes,1,1,"Product recommendations","Customer service responsiveness",312
"2023/06/08 5:29:01 PM GMT+5:30",26,"Prefer not to say","Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others",No,"Few times a week",Keyword,"Multiple pages",2,Maybe,Often,"Changed my mind or no longer need the item",Often,Yes,Occasionally,Yes,3,Sometimes,2,2,"Competitive prices","Shipping speed and reliability",313
"2023/06/08 5:30:34 PM GMT+5:30",47,Female,"Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Multiple times a day",Keyword,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Sometimes,2,Sometimes,3,2,"Competitive prices","Customer service responsiveness",317
"2023/06/08 5:31:03 PM GMT+5:30",37,"Prefer not to say","Once a week","Clothing and Fashion;Home and Kitchen;others",Yes,"Multiple times a day",Keyword,"Multiple pages",1,Yes,Always,"Found a better price elsewhere",Often,Yes,Heavily,Yes,2,No,2,2,"Competitive prices","Product quality and accuracy",318
"2023/06/08 5:32:09 PM GMT+5:30",37,"Prefer not to say","Once a week","Groceries and Gourmet Food;Beauty and Personal Care;others",Sometimes,"Few times a week",Filter,"Multiple pages",1,No,Often,"Found a better price elsewhere",Often,Yes,Heavily,No,3,No,1,1,"Product recommendations","Shipping speed and reliability",319
"2023/06/08 5:32:12 PM GMT+5:30",39,Male,"Less than once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Few times a week",Keyword,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Often,Yes,Rarely,Sometimes,5,Sometimes,3,2,"Competitive prices","Shipping speed and reliability",320
"2023/06/08 5:33:12 PM GMT+5:30",23,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care",Sometimes,"Few times a month",Keyword,"Multiple pages",1,Yes,Often,"Found a better price elsewhere",Never,Yes,Moderately,Yes,2,No,2,1,"User-friendly website/app interface","Shipping speed and reliability",322
"2023/06/08 5:34:27 PM GMT+5:30",25,"Prefer not to say","Few times a month","Clothing and Fashion;Home and Kitchen;others",No,"Few times a week",Keyword,"Multiple pages",2,Maybe,Often,"Found a better price elsewhere",Sometimes,Yes,Moderately,Yes,2,No,2,2,"Product recommendations","Product quality and accuracy",323
"2023/06/08 5:35:01 PM GMT+5:30",34,Female,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion",Yes,"Multiple times a day",Keyword,"Multiple pages",5,Yes,Always,"Changed my mind or no longer need the item",Always,Yes,Rarely,Sometimes,5,Sometimes,4,1,"Competitive prices","Customer service responsiveness",324
"2023/06/08 5:35:25 PM GMT+5:30",26,Female,"Few times a month","Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others",No,"Few times a week",Keyword,"Multiple pages",2,Yes,Often,"Changed my mind or no longer need the item",Sometimes,No,Occasionally,Sometimes,2,Sometimes,2,2,"Competitive prices","Shipping speed and reliability",325
"2023/06/08 6:39:59 PM GMT+5:30",24,Female,"Less than once a month","Home and Kitchen",No,Rarely,categories,"Multiple pages",1,Yes,Sometimes,"Found a better price elsewhere",Rarely,Yes,Heavily,Yes,4,Yes,1,3,"Competitive prices","Product quality and accuracy",327
"2023/06/08 5:37:13 PM GMT+5:30",26,Female,"Few times a month","Clothing and Fashion;Home and Kitchen",Sometimes,Rarely,categories,"Multiple pages",4,No,Rarely,"Found a better price elsewhere",Sometimes,No,Occasionally,Sometimes,4,No,2,2,"Wide product selection","Product quality and accuracy",328
"2023/06/08 5:37:58 PM GMT+5:30",34,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Sometimes,"Changed my mind or no longer need the item",Often,Yes,Occasionally,No,2,Sometimes,3,3,"Product recommendations","Customer service responsiveness",330
"2023/06/08 7:50:55 PM GMT+5:30",33,Female,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Multiple times a day",Keyword,"Multiple pages",2,Yes,Often,"Found a better price elsewhere",Sometimes,No,Moderately,Yes,2,Yes,2,2,"User-friendly website/app interface","Product quality and accuracy",331
"2023/06/08 5:38:01 PM GMT+5:30",18,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion",Yes,"Multiple times a day",Keyword,"Multiple pages",3,Maybe,Often,"Found a better price elsewhere",Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,1,"Wide product selection","Customer service responsiveness",332
"2023/06/08 5:38:57 PM GMT+5:30",40,Male,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion",Sometimes,"Few times a month",others,"Multiple pages",3,No,Often,"High shipping costs",Often,No,Moderately,Sometimes,2,Yes,2,2,"Product recommendations","Customer service responsiveness",333
"2023/06/08 8:26:58 PM GMT+5:30",23,Female,"Less than once a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,Rarely,Keyword,"Multiple pages",3,Maybe,Rarely,"Changed my mind or no longer need the item",Never,Yes,Moderately,Sometimes,4,Sometimes,5,5,"Wide product selection","Product quality and accuracy",334
"2023/06/08 9:17:38 PM GMT+5:30",21,Female,"Less than once a month","Beauty and Personal Care;Clothing and Fashion",Yes,"Few times a month",Keyword,"Multiple pages",2,Yes,Sometimes,"Changed my mind or no longer need the item",Rarely,No,Moderately,Yes,1,Yes,2,2,"User-friendly website/app interface","Product quality and accuracy",336
"2023/06/08 5:39:57 PM GMT+5:30",35,"Prefer not to say","Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Multiple times a day",Keyword,"Multiple pages",1,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,Yes,Moderately,Sometimes,1,Sometimes,2,1,"Competitive prices","Customer service responsiveness",337
"2023/06/08 9:39:55 PM GMT+5:30",23,"Prefer not to say","Once a month","Clothing and Fashion",No,"Few times a month",Filter,"Multiple pages",2,No,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,No,3,Sometimes,2,2,"Competitive prices","Customer service responsiveness",340
"2023/06/08 9:40:24 PM GMT+5:30",34,"Prefer not to say","Few times a month","Beauty and Personal Care",Sometimes,Rarely,others,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Sometimes,Yes,Occasionally,No,2,Sometimes,2,5,"User-friendly website/app interface","Shipping speed and reliability",342
"2023/06/08 5:42:23 PM GMT+5:30",24,"Prefer not to say","Few times a month","Beauty and Personal Care;Clothing and Fashion",Sometimes,"Few times a week",Keyword,"Multiple pages",5,Maybe,Often,"Found a better price elsewhere",Sometimes,No,Rarely,Sometimes,5,Sometimes,4,2,"Competitive prices","I don't have any problem with Amazon",343
"2023/06/08 9:40:50 PM GMT+5:30",34,Female,"Once a week","Home and Kitchen",No,"Few times a week",Filter,"Multiple pages",3,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Moderately,Yes,2,Sometimes,2,2,"Competitive prices","Reducing packaging waste",344
"2023/06/08 5:42:27 PM GMT+5:30",35,"Prefer not to say","Once a month","Groceries and Gourmet Food;Beauty and Personal Care",No,"Few times a week",Filter,"Multiple pages",3,No,Sometimes,"Found a better price elsewhere",Often,Yes,Moderately,No,2,No,3,2,"Competitive prices","Product quality and accuracy",345
"2023/06/08 5:44:57 PM GMT+5:30",32,Others,"Once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Multiple times a day",Keyword,"Multiple pages",2,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,No,Moderately,Sometimes,2,Sometimes,2,1,"Product recommendations","Customer service responsiveness",349
"2023/06/08 5:45:08 PM GMT+5:30",35,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Multiple times a day",Keyword,"Multiple pages",2,No,Sometimes,"High shipping costs",Often,No,Moderately,Sometimes,2,No,2,2,"Product recommendations","Customer service responsiveness",351
"2023/06/08 10:38:16 PM GMT+5:30",34,Female,"Few times a month","Clothing and Fashion",Sometimes,"Few times a month",categories,"Multiple pages",3,Maybe,Rarely,"Changed my mind or no longer need the item",Rarely,No,Never,Sometimes,5,No,1,3,"Product recommendations","Reducing packaging waste",352
"2023/06/08 5:45:59 PM GMT+5:30",36,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Yes,"Few times a week",Filter,"Multiple pages",2,No,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Moderately,No,2,Sometimes,2,1,"Wide product selection","Reducing packaging waste",353
"2023/06/08 5:46:49 PM GMT+5:30",15,Female,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",No,"Multiple times a day",Keyword,"Multiple pages",3,No,Often,"High shipping costs",Often,No,Moderately,No,1,Yes,2,2,"Wide product selection","Product quality and accuracy",355
"2023/06/08 10:39:27 PM GMT+5:30",23,Female,"Once a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Few times a week",Filter,"Multiple pages",2,Maybe,Sometimes,"Changed my mind or no longer need the item",Rarely,Yes,Moderately,Sometimes,2,No,2,1,"Wide product selection","Customer service responsiveness",356
"2023/06/08 5:47:32 PM GMT+5:30",43,"Prefer not to say","Less than once a month","Groceries and Gourmet Food;Home and Kitchen;others",Sometimes,Rarely,Keyword,"Multiple pages",1,Maybe,Sometimes,"Found a better price elsewhere",Sometimes,No,Heavily,Yes,1,Sometimes,3,1,"Competitive prices","No problems with Amazon",357
"2023/06/08 10:40:33 PM GMT+5:30",34,Female,"Once a week","Beauty and Personal Care",Sometimes,"Few times a month",Keyword,"Multiple pages",4,Maybe,Often,"Found a better price elsewhere",Sometimes,Yes,Occasionally,Sometimes,3,No,2,2,"Product recommendations","Reducing packaging waste",360
"2023/06/08 5:48:55 PM GMT+5:30",34,Female,"Multiple times a week","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen",Sometimes,"Multiple times a day",categories,"Multiple pages",2,Maybe,Sometimes,"Changed my mind or no longer need the item",Sometimes,No,Moderately,Sometimes,2,No,1,1,"User-friendly website/app interface","Product quality and accuracy",362
"2023/06/09 3:47:38 AM GMT+5:30",36,Female,"Once a month","Home and Kitchen",No,"Few times a week",categories,"Multiple pages",3,Yes,Sometimes,"Found a better price elsewhere",Sometimes,No,Occasionally,Yes,3,Yes,3,2,"User-friendly website/app interface","Product quality and accuracy",363
"2023/06/08 5:49:56 PM GMT+5:30",34,Male,"Less than once a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Yes,"Few times a month",Keyword,"Multiple pages",3,Maybe,Sometimes,"Found a better price elsewhere",Often,No,Occasionally,Sometimes,1,Sometimes,3,1,"Competitive prices","Customer service responsiveness",364
"2023/06/09 8:10:05 AM GMT+5:30",24,Female,"Few times a month","Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",Sometimes,"Multiple times a day",Keyword,"Multiple pages",2,Yes,Sometimes,"Changed my mind or no longer need the item",Often,Yes,Occasionally,No,3,No,3,3,"Competitive prices","Customer service responsiveness",365
"2023/06/09 9:31:57 AM GMT+5:30",21,Female,"Once a week","Beauty and Personal Care;Clothing and Fashion;others",No,"Few times a week",Filter,"Multiple pages",4,Yes,Often,"High shipping costs",Always,Yes,Heavily,Yes,3,Yes,3,3,"Product recommendations","Reducing packaging waste",366
"2023/06/08 5:49:59 PM GMT+5:30",47,Female,"Few times a month","Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others",No,"Multiple times a day",,"Multiple pages",1,Maybe,Sometimes,"Found a better price elsewhere",Often,No,Moderately,No,2,No,3,2,"Wide product selection","Shipping speed and reliability",367
